Date,Tm,,Opp,Rslt,Inngs,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,acLI,cWPA,RE24,Pos,cWPA,RE24,Pos
24-Sep,NYY,,PHA,W7-2,CG,4,4,2,3,0,0,2,3,0,0,0,0,0,,0,0,0,0,0.359,0.44,0.648,1.088,4,0.69,0.19,0,0.00%,2.67,CF,0.00%,2.67,CF
Sep 26 (1),NYY,,WSH,W4-1,CG,4,3,0,1,0,0,0,1,1,0,0,0,0,,0,0,0,0,0.359,0.44,0.647,1.087,4,0.84,-0.006,0,0.00%,0.52,CF,0.00%,0.52,CF
Sep 26 (2),NYY,,WSH,W1-0,CG,4,2,0,0,0,0,0,0,2,1,0,0,0,,0,0,0,0,0.358,0.44,0.644,1.085,4,0.69,-0.013,0,0.00%,-0.05,CF,0.00%,-0.05,CF
27-Sep,NYY,,WSH,L3-4,CG,4,3,1,1,1,0,0,2,1,0,0,0,0,,0,0,0,0,0.358,0.441,0.644,1.085,4,1.55,0.182,0,0.00%,1.27,CF,0.00%,1.27,CF
28-Sep,NYY,,WSH,L0-5,CG,4,4,0,1,1,0,0,0,0,0,1,0,0,,0,0,0,0,0.357,0.44,0.643,1.083,4,0.55,0.012,0,0.00%,-0.15,CF,0.00%,-0.15,CF
14-Apr,NYY,@,WSH,W7-0,CG,5,5,1,1,0,0,0,1,0,0,1,0,0,,0,0,0,0,0.2,0.2,0.2,0.4,4,0.33,-0.014,0.86,-0.02%,-0.29,CF,-0.02%,-0.29,CF
15-Apr,NYY,@,WSH,W9-3,CG,5,5,2,3,1,0,1,5,0,0,0,0,0,,0,0,0,0,0.4,0.4,0.8,1.2,4,0.99,0.388,2.71,0.64%,4.21,CF,0.64%,4.21,CF
16-Apr,NYY,@,WSH,W8-5,CG,5,3,1,0,0,0,0,0,2,0,1,0,0,,0,0,0,0,0.308,0.4,0.615,1.015,4,1.52,-0.016,4.49,-0.03%,-0.01,CF,-0.03%,-0.01,CF
17-Apr,NYY,,BOS,W1-0,CG,4,3,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,0,0.25,0.368,0.5,0.868,4,0.95,0.098,3.38,0.21%,0.77,CF,0.21%,0.77,CF
18-Apr,NYY,,BOS,L1-5,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0.2,0.304,0.4,0.704,4,0.55,-0.055,2.02,-0.12%,-0.88,CF,-0.12%,-0.88,CF
19-Apr,NYY,,BOS,L2-5,CG,5,4,0,1,0,0,0,1,1,0,0,0,0,,0,0,0,0,0.208,0.321,0.375,0.696,4,0.96,0.039,3.15,0.08%,0.48,CF,0.08%,0.48,CF
21-Apr,NYY,@,PHA,W10-4,CG,5,4,2,3,0,0,0,1,1,0,0,0,0,,0,0,0,1,0.286,0.394,0.429,0.823,4,0.61,0.099,1.75,0.17%,1.32,CF,0.17%,1.32,CF
22-Apr,NYY,,PHA,W11-5,CG,4,4,3,3,0,2,1,2,0,0,0,0,0,,0,0,0,0,0.344,0.432,0.688,1.12,4,0.78,0.134,2.38,0.25%,2.24,CF,0.25%,2.24,CF
23-Apr,NYY,,PHA,W6-4,CG,5,4,1,1,0,0,0,0,1,1,0,0,0,,1,0,0,0,0.333,0.429,0.639,1.067,4,1.83,0.061,5.96,0.12%,-0.03,CF,0.12%,-0.03,CF
24-Apr,NYY,@,BOS,W8-5,CG,5,5,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0.293,0.383,0.561,0.944,4,2.09,-0.517,8.46,-1.26%,-3.87,CF,-1.26%,-3.87,CF
25-Apr,NYY,@,BOS,L2-4,CG,4,4,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.311,0.392,0.556,0.948,4,0.87,-0.01,3.65,-0.03%,0.27,CF,-0.03%,0.27,CF
26-Apr,NYY,@,BOS,W7-2,CG,4,4,1,1,0,0,0,1,0,0,0,0,0,,0,1,0,0,0.306,0.382,0.531,0.912,4,0.94,0.039,3.77,0.09%,-0.6,CF,0.09%,-0.6,CF
28-Apr,NYY,,SLB,L1-3,CG,4,4,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0.302,0.373,0.528,0.901,4,1.32,0.026,4.94,0.06%,-0.22,CF,0.06%,-0.22,CF
29-Apr,NYY,,SLB,L6-11,CG,5,4,1,2,2,0,0,1,1,0,0,0,0,,0,0,0,0,0.316,0.391,0.561,0.952,4,0.52,0.074,1.75,0.15%,1.64,CF,0.15%,1.64,CF
30-Apr,NYY,,SLB,W3-0,CG,4,4,0,1,0,0,0,2,0,0,0,0,0,,0,0,0,0,0.311,0.382,0.541,0.923,4,1.24,0.076,3.95,0.15%,0.3,CF,0.15%,0.3,CF
1-May,NYY,,DET,L2-7,CG,4,4,0,1,0,0,0,1,0,0,0,0,0,,0,0,0,0,0.308,0.375,0.523,0.898,4,0.78,-0.043,2.73,-0.09%,0.71,CF,-0.09%,0.71,CF
2-May,NYY,,DET,L1-3,CG,4,4,0,0,0,0,0,1,0,0,1,0,0,,0,0,0,0,0.29,0.355,0.493,0.848,4,1.7,-0.12,5.58,-0.24%,-1.09,CF,-0.24%,-1.09,CF
May 3 (1),NYY,,CHW,W6-4,CG,4,4,1,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0.274,0.338,0.466,0.803,4,0.78,0.006,1.85,0.01%,-0.62,CF,0.01%,-0.62,CF
May 3 (2),NYY,,CHW,W3-1,CG,4,4,0,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0.286,0.345,0.494,0.839,4,0.47,-0.003,1.29,-0.01%,0.13,CF,-0.01%,0.13,CF
4-May,NYY,,CHW,W6-1,CG,4,4,0,1,0,0,0,1,0,0,1,0,0,,0,0,0,0,0.284,0.341,0.481,0.822,4,0.75,-0.026,2.12,-0.04%,-0.8,CF,-0.04%,-0.8,CF
5-May,NYY,,CHW,W5-4,CG(10),5,5,2,3,0,1,2,4,0,0,0,0,0,,0,0,0,0,0.302,0.355,0.581,0.936,4,1.54,0.485,4.79,0.91%,3.85,CF,0.91%,3.85,CF
6-May,NYY,,CLE,W3-0,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.289,0.34,0.556,0.896,4,0.5,-0.049,2.14,-0.13%,-0.8,CF,-0.13%,-0.8,CF
May 10 (1),NYY,,WSH,W4-3,CG,4,4,1,1,0,0,1,2,0,0,0,0,0,,0,0,0,0,0.287,0.337,0.574,0.911,4,1.2,0.137,4.61,0.31%,1.21,CF,0.31%,1.21,CF
May 10 (2),NYY,,WSH,W3-2,CG(10),4,4,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.286,0.333,0.561,0.895,4,1.17,-0.11,4.81,-0.27%,-0.87,CF,-0.27%,-0.87,CF
13-May,NYY,@,CLE,L2-7,CG,4,4,2,2,0,0,2,2,0,0,0,0,0,,0,0,0,0,0.294,0.339,0.618,0.957,4,0.49,0.03,2.47,0.09%,1.7,CF,0.09%,1.7,CF
May 16 (1),NYY,@,DET,W6-1,CG,5,5,1,1,0,1,0,0,0,0,1,0,0,,0,0,0,0,0.29,0.333,0.617,0.95,4,0.68,0.044,3.21,0.12%,-0.29,CF,0.12%,-0.29,CF
May 16 (2),NYY,@,DET,W2-1,CG,4,2,1,1,0,0,1,1,2,0,0,0,0,,0,0,0,0,0.294,0.347,0.642,0.99,4,1.02,0.122,5.01,0.36%,1.2,CF,0.36%,1.2,CF
May 17 (1),NYY,@,SLB,L2-4,CG,4,4,1,1,1,0,0,0,0,0,1,0,0,,0,0,0,0,0.292,0.344,0.637,0.981,4,0.9,-0.032,4.07,-0.09%,-0.2,CF,-0.09%,-0.2,CF
May 17 (2),NYY,@,SLB,W3-2,CG,4,2,1,0,0,0,0,0,2,0,0,0,0,,0,0,0,0,0.287,0.349,0.626,0.975,4,1.05,0.009,4.55,0.02%,0.05,CF,0.02%,0.05,CF
20-May,NYY,@,CHW,W4-1,CG,4,4,0,0,0,0,0,1,0,0,0,0,0,,0,1,0,0,0.277,0.338,0.605,0.944,4,0.89,-0.063,3.92,-0.17%,-1.13,CF,-0.17%,-1.13,CF
21-May,NYY,@,CHW,W1-0,CG,4,3,0,1,0,0,0,0,1,1,0,0,0,,0,0,0,0,0.279,0.343,0.598,0.942,4,1.03,0.01,4.58,0.03%,0.17,CF,0.03%,0.17,CF
23-May,NYY,@,WSH,W8-4,CG,5,5,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.276,0.338,0.583,0.921,4,1.85,-0.091,8.76,-0.26%,-1.1,CF,-0.26%,-1.1,CF
24-May,NYY,@,WSH,L8-9,CG,5,5,0,1,0,0,0,1,0,0,0,0,0,,1,0,0,0,0.273,0.333,0.568,0.902,4,1.66,0.085,8.03,0.25%,0.53,CF,0.25%,0.53,CF
25-May,NYY,,BOS,W3-1,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.265,0.324,0.551,0.876,4,0.57,-0.057,3.15,-0.19%,-0.75,CF,-0.19%,-0.75,CF
26-May,NYY,,BOS,W9-2,CG,4,4,2,2,0,1,0,1,0,0,0,0,0,,0,0,0,0,0.271,0.329,0.564,0.893,4,0.33,0.038,1.86,0.13%,0.22,CF,0.13%,0.22,CF
27-May,NYY,,PHA,W8-3,CG,4,3,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0.266,0.327,0.552,0.879,4,0.62,-0.029,2.99,-0.08%,-0.16,CF,-0.08%,-0.16,CF
28-May,NYY,,PHA,W3-2,CG,4,3,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0.26,0.325,0.541,0.866,4,1.46,-0.044,7.27,-0.13%,-0.03,CF,-0.13%,-0.03,CF
29-May,NYY,,WSH,W16-1,CG,5,5,2,2,0,0,1,3,0,0,0,0,0,,1,0,0,0,0.265,0.327,0.556,0.884,4,0.36,0.078,1.85,0.24%,2.31,CF,0.24%,2.31,CF
May 30 (1),NYY,,WSH,W5-1,CG,4,4,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0.258,0.32,0.542,0.861,4,0.51,0.002,2.61,0.01%,-0.48,CF,0.01%,-0.48,CF
May 30 (2),NYY,,WSH,W6-4,CG,4,3,0,1,0,0,0,1,1,0,0,0,0,,0,0,0,0,0.259,0.324,0.538,0.862,4,1,0.053,4.93,0.16%,0.56,CF,0.16%,0.56,CF
May 31 (1),NYY,@,PHA,W11-7,CG,5,5,0,1,0,0,0,1,0,0,1,0,0,,0,0,0,0,0.258,0.32,0.528,0.848,4,0.69,-0.06,3.22,-0.17%,-0.37,CF,-0.17%,-0.37,CF
May 31 (2),NYY,@,PHA,L2-4,CG,4,3,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0.253,0.319,0.518,0.837,4,1.34,-0.092,6.09,-0.25%,-0.68,CF,-0.25%,-0.68,CF
3-Jun,NYY,,CHW,W4-1,CG,4,3,1,2,0,0,1,3,1,0,0,0,0,,0,0,0,0,0.26,0.328,0.538,0.866,4,0.75,0.179,3.55,0.51%,2.28,CF,0.51%,2.28,CF
4-Jun,NYY,,CHW,W8-2,CG,4,3,2,1,1,0,0,1,1,0,0,0,0,,0,0,0,0,0.262,0.332,0.541,0.872,4,0.31,0.055,1.38,0.15%,0.88,CF,0.15%,0.88,CF
5-Jun,NYY,,CLE,W6-3,CG,5,5,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.266,0.333,0.537,0.87,4,0.53,-0.02,3.04,-0.07%,-0.68,CF,-0.07%,-0.68,CF
6-Jun,NYY,,CLE,W3-0,CG,4,3,1,1,0,0,0,0,1,1,1,0,0,,0,0,0,0,0.267,0.337,0.533,0.87,4,0.5,0.003,2.71,0.01%,0.25,CF,0.01%,0.25,CF
Jun 7 (1),NYY,,CLE,L4-5,CG,5,3,0,0,0,0,0,0,2,1,0,0,0,,0,1,0,0,0.262,0.338,0.525,0.863,4,2.09,-0.289,10.06,-0.83%,-1.41,CF,-0.83%,-1.41,CF
Jun 7 (2),NYY,,CLE,W13-1,CG,5,3,3,1,0,0,0,0,2,0,0,0,0,,0,0,0,0,0.263,0.344,0.522,0.866,4,0.45,0.055,2.4,0.18%,0.7,CF,0.18%,0.7,CF
8-Jun,NYY,,CLE,W11-10,CG(11),6,5,1,2,1,0,0,1,1,0,0,0,0,,0,1,0,0,0.267,0.349,0.524,0.872,4,1.39,-0.016,6.87,-0.05%,-0.29,CF,-0.05%,-0.29,CF
9-Jun,NYY,,DET,W4-1,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.267,0.347,0.518,0.865,4,0.8,-0.014,3.78,-0.04%,-0.28,CF,-0.04%,-0.28,CF
10-Jun,NYY,,DET,L1-4,CG(11),5,4,0,0,0,0,0,0,1,0,2,0,0,,0,0,0,0,0.261,0.344,0.508,0.851,4,1.14,-0.1,5.02,-0.26%,-0.65,CF,-0.26%,-0.65,CF
13-Jun,NYY,,SLB,W4-3,CG(10),5,5,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.26,0.341,0.5,0.841,4,2.22,-0.269,10.01,-0.73%,-1.73,CF,-0.73%,-1.73,CF
Jun 14 (1),NYY,,SLB,W6-1,CG,4,4,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.26,0.339,0.495,0.834,4,0.66,0.015,2.84,0.04%,-0.08,CF,0.04%,-0.08,CF
Jun 14 (2),NYY,,SLB,W5-4,CG,4,4,1,2,1,0,0,1,0,0,0,0,0,,1,0,1,0,0.264,0.342,0.5,0.842,4,1.94,0.657,7.72,1.57%,3.22,CF,1.57%,3.22,CF
Jun 16 (1),NYY,@,DET,L6-7,CG,5,4,2,2,0,0,0,0,1,0,1,0,0,,0,1,0,0,0.269,0.347,0.5,0.847,4,1.37,-0.012,5.11,-0.03%,0.09,CF,-0.03%,0.09,CF
Jun 16 (2),NYY,@,DET,W5-3,CG,5,4,0,1,0,0,0,2,1,0,0,0,0,,0,0,0,0,0.268,0.348,0.495,0.844,4,0.77,0.034,3.13,0.08%,0.47,CF,0.08%,0.47,CF
17-Jun,NYY,@,DET,L0-1,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0.263,0.343,0.487,0.829,4,1.31,-0.089,5.08,-0.21%,-0.39,CF,-0.21%,-0.39,CF
18-Jun,NYY,@,DET,L1-3,CG,4,3,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0.26,0.341,0.48,0.821,4,1.19,-0.078,4.89,-0.19%,-0.5,CF,-0.19%,-0.5,CF
19-Jun,NYY,@,CLE,L4-5,CG,4,4,0,0,0,0,0,0,0,0,3,0,0,,0,0,0,0,0.255,0.336,0.472,0.808,4,1.51,-0.145,6.82,-0.39%,-1.08,CF,-0.39%,-1.08,CF
20-Jun,NYY,@,CLE,L0-1,CG,3,3,0,1,1,0,0,0,0,0,1,0,0,,0,0,0,0,0.256,0.336,0.474,0.81,4,1.21,-0.007,6.29,-0.02%,0.18,CF,-0.02%,0.18,CF
Jun 21 (1),NYY,@,CLE,L2-3,CG,4,4,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0.256,0.335,0.479,0.814,4,1.26,-0.128,7.06,-0.43%,-0.97,CF,-0.43%,-0.97,CF
Jun 21 (2),NYY,@,CLE,W4-0,CG,4,3,1,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0.253,0.333,0.473,0.806,4,0.59,-0.002,3.49,-0.01%,-0.4,CF,-0.01%,-0.4,CF
23-Jun,NYY,@,SLB,W6-5,CG,5,5,2,3,0,1,0,1,0,0,0,0,0,,0,0,0,0,0.26,0.338,0.484,0.822,4,0.82,0.203,3.81,0.57%,1.46,CF,0.57%,1.46,CF
24-Jun,NYY,@,SLB,W6-4,CG,5,5,1,2,0,0,0,2,0,0,0,0,0,,0,0,0,0,0.263,0.339,0.482,0.821,4,0.76,0.118,3.38,0.32%,0.86,CF,0.32%,0.86,CF
26-Jun,NYY,@,CHW,L2-4,CG,4,4,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0.263,0.338,0.482,0.82,4,1.02,0.028,4.36,0.07%,0.41,CF,0.07%,0.41,CF
27-Jun,NYY,@,CHW,W7-3,CG,5,5,2,3,2,0,0,1,0,0,0,0,0,,0,0,0,0,0.269,0.343,0.492,0.835,4,1.06,0.178,4.85,0.49%,2.4,CF,0.49%,2.4,CF
Jun 28 (1),NYY,@,CHW,L2-6,CG,4,4,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.273,0.345,0.492,0.837,4,1.13,-0.055,4.89,-0.14%,-0.52,CF,-0.14%,-0.52,CF
Jun 28 (2),NYY,@,CHW,L1-13,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.272,0.343,0.489,0.832,4,0.34,-0.009,1.49,-0.02%,-0.28,CF,-0.02%,-0.28,CF
Jun 30 (1),NYY,@,PHA,L5-8,CG,4,4,1,1,1,0,0,1,0,0,0,0,0,,0,0,0,0,0.272,0.342,0.489,0.831,4,1.29,0.055,5.87,0.15%,0.96,CF,0.15%,0.96,CF
Jun 30 (2),NYY,@,PHA,W4-3,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0.268,0.338,0.482,0.82,4,1.42,-0.152,7.02,-0.45%,-1.38,CF,-0.45%,-1.38,CF
1-Jul,NYY,@,PHA,L4-5,CG,4,4,1,2,0,0,1,1,0,0,0,0,0,,0,0,0,0,0.271,0.34,0.493,0.833,4,1.12,0.158,5.53,0.47%,0.93,CF,0.47%,0.93,CF
3-Jul,NYY,@,BOS,W5-3,CG,4,4,1,0,0,0,0,1,0,0,0,0,0,,1,0,0,0,0.268,0.335,0.486,0.821,4,1.65,-0.054,14.56,-0.29%,-0.64,CF,-0.29%,-0.64,CF
Jul 4 (1),NYY,@,BOS,W6-3,CG,5,5,1,1,0,0,0,1,0,0,1,0,0,,0,0,0,0,0.266,0.333,0.481,0.814,4,0.92,0.085,7.69,0.42%,0.61,CF,0.42%,0.61,CF
Jul 4 (2),NYY,@,BOS,L4-6,CG,4,4,1,2,0,0,1,1,0,0,0,0,0,,0,0,0,0,0.27,0.335,0.491,0.827,4,0.82,0.045,6.25,0.21%,0.38,CF,0.21%,0.38,CF
Jul 5 (1),NYY,,PHA,L4-5,CG,4,4,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.269,0.334,0.488,0.823,4,1.45,-0.055,7.28,-0.16%,-0.4,CF,-0.16%,-0.4,CF
Jul 5 (2),NYY,,PHA,W4-2,CG,4,4,0,2,0,0,0,0,0,0,1,0,0,,0,0,0,0,0.272,0.336,0.488,0.825,4,0.66,0.004,3.6,0.01%,0.05,CF,0.01%,0.05,CF
9-Jul,NYY,,SLB,W5-2,CG,4,4,1,2,1,0,0,1,0,0,0,0,0,,0,0,0,0,0.275,0.338,0.492,0.83,4,0.69,0.135,3.67,0.43%,1.1,CF,0.43%,1.1,CF
10-Jul,NYY,,SLB,W5-2,CG,4,4,1,1,0,0,0,1,0,0,1,0,0,,0,0,0,0,0.275,0.337,0.489,0.826,4,0.41,0.086,2.06,0.26%,0.37,CF,0.26%,0.37,CF
11-Jul,NYY,,SLB,L2-5,CG,4,4,0,1,1,0,0,1,0,0,0,0,0,,0,0,0,0,0.275,0.336,0.489,0.825,4,0.7,0.052,3.65,0.16%,0.41,CF,0.16%,0.41,CF
Jul 12 (1),NYY,,DET,L4-6,CG,4,4,1,1,0,0,0,0,0,0,1,0,0,,0,0,0,0,0.274,0.335,0.486,0.821,4,0.87,0.008,4.87,0.03%,0.15,CF,0.03%,0.15,CF
Jul 12 (2),NYY,,DET,W3-1,CG(13),6,6,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.276,0.335,0.483,0.818,4,1.57,-0.042,9.39,-0.15%,-0.21,CF,-0.15%,-0.21,CF
13-Jul,NYY,,DET,W4-3,CG,4,4,1,1,0,0,0,0,0,0,1,0,0,,0,0,0,0,0.275,0.334,0.48,0.814,4,1.03,0.022,6.09,0.08%,0.06,CF,0.08%,0.06,CF
14-Jul,NYY,,DET,W3-0,CG,4,3,0,2,0,0,0,0,1,0,0,0,0,,0,0,0,0,0.279,0.339,0.482,0.821,4,0.41,0.028,2.3,0.10%,0.47,CF,0.10%,0.47,CF
15-Jul,NYY,,CLE,W4-0,CG,4,2,0,1,0,0,0,0,2,2,0,0,0,,0,0,0,0,0.28,0.343,0.482,0.825,4,0.96,0.011,6.61,0.05%,0.99,CF,0.05%,0.99,CF
16-Jul,NYY,,CLE,W8-5,CG,5,4,1,1,0,0,0,2,1,0,0,0,0,,0,0,0,0,0.28,0.344,0.479,0.823,4,0.44,0.036,2.75,0.14%,0.75,CF,0.14%,0.75,CF
17-Jul,NYY,,CLE,W8-1,CG,4,3,1,1,0,0,0,0,1,0,0,0,0,,0,0,0,0,0.28,0.346,0.478,0.824,4,0.55,-0.045,2.99,-0.15%,-0.05,CF,-0.15%,-0.05,CF
18-Jul,NYY,,CHW,W7-6,CG(10),5,3,1,2,1,0,1,2,2,0,0,0,0,,0,0,0,0,0.284,0.352,0.491,0.843,4,1.02,0.299,3.91,0.69%,2.73,CF,0.69%,2.73,CF
Jul 19 (1),NYY,,CHW,W9-2,CG,4,4,1,3,0,0,1,2,0,0,0,0,0,,0,0,0,0,0.289,0.356,0.503,0.859,4,0.33,0.165,1.01,0.30%,2.18,CF,0.30%,2.18,CF
Jul 19 (2),NYY,,CHW,W12-0,CG,5,5,1,2,1,0,0,0,0,0,0,0,0,,0,0,0,0,0.291,0.357,0.504,0.861,4,0.23,-0.027,0.73,-0.05%,0.56,CF,-0.05%,0.56,CF
21-Jul,NYY,@,CLE,W8-3,CG,5,4,0,1,0,0,0,2,1,0,0,0,0,,0,0,0,0,0.29,0.357,0.501,0.859,4,0.55,0.021,2.08,0.05%,1.28,CF,0.05%,1.28,CF
22-Jul,NYY,@,CLE,W5-1,CG(10),5,3,1,0,0,0,0,0,1,0,0,1,0,,0,0,0,0,0.288,0.358,0.497,0.855,4,1.54,-0.034,4.42,-0.06%,-0.39,CF,-0.06%,-0.39,CF
23-Jul,NYY,@,CLE,L2-3,CG(11),5,5,1,3,0,0,0,1,0,0,0,0,0,,0,0,0,0,0.292,0.361,0.499,0.859,4,1.13,0.067,2.33,0.08%,1.11,CF,0.08%,1.11,CF
24-Jul,NYY,@,DET,W3-0,CG,4,4,1,1,0,0,0,0,0,0,0,0,0,,1,0,0,0,0.292,0.36,0.496,0.856,4,1.14,0.007,2.32,0.01%,0,CF,0.01%,0,CF
25-Jul,NYY,@,DET,W7-2,CG,5,2,0,1,1,0,0,0,3,3,0,0,0,,0,0,0,0,0.293,0.365,0.499,0.864,4,1.1,0.087,2.1,0.10%,0.98,CF,0.10%,0.98,CF
26-Jul,NYY,@,DET,W5-2,CG,5,5,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.289,0.361,0.492,0.853,4,1.02,-0.155,1.64,-0.15%,-1.95,CF,-0.15%,-1.95,CF
28-Jul,NYY,@,CHW,W8-3,CG,5,5,2,4,0,1,1,3,0,0,0,0,0,,0,0,0,0,0.296,0.366,0.509,0.875,4,0.41,0.125,0.42,0.08%,3.25,CF,0.08%,3.25,CF
Jul 29 (1),NYY,@,CHW,L5-6,CG(11),5,5,1,2,0,1,1,2,0,0,0,0,0,,0,0,0,0,0.297,0.366,0.521,0.887,4,0.75,0.149,0.56,0.07%,1,CF,0.07%,1,CF
Jul 29 (2),NYY,@,CHW,L5-7,CG,4,3,2,2,0,1,0,0,1,0,0,0,0,,0,0,0,0,0.3,0.37,0.527,0.897,4,0.87,0.095,0.87,0.06%,0.89,CF,0.06%,0.89,CF
Jul 31 (1),NYY,@,SLB,L8-9,CG,5,5,2,3,2,0,0,1,0,0,0,0,0,,0,0,0,0,0.304,0.372,0.533,0.906,4,1.09,0.024,0.96,0.01%,1.32,CF,0.01%,1.32,CF
Jul 31 (2),NYY,@,SLB,W8-0,CG,5,3,1,1,0,0,0,1,2,0,0,0,0,,0,0,0,0,0.304,0.375,0.532,0.907,4,0.46,0.08,0.58,0.06%,1.32,CF,0.06%,1.32,CF
1-Aug,NYY,@,SLB,L3-7,CG,4,3,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0.302,0.374,0.528,0.902,4,0.8,-0.047,0.83,-0.03%,-0.85,CF,-0.03%,-0.85,CF
Aug 2 (1),NYY,@,SLB,W4-2,CG,4,3,1,1,0,0,0,0,1,0,0,0,0,,0,0,0,0,0.302,0.375,0.526,0.901,4,0.62,0.026,0.67,0.02%,0.35,CF,0.02%,0.35,CF
Aug 2 (2),NYY,@,SLB,W10-0,CG,5,4,1,2,0,0,0,2,1,0,0,0,0,,0,0,0,0,0.304,0.377,0.526,0.903,4,0.91,0.097,0.94,0.06%,1.84,CF,0.06%,1.84,CF
4-Aug,NYY,@,WSH,L3-4,CG,4,4,0,1,0,0,0,1,0,0,0,0,0,,0,0,0,0,0.303,0.376,0.523,0.9,4,1.09,0.013,0.74,0.01%,0.2,CF,0.01%,0.2,CF
6-Aug,NYY,@,WSH,L3-6,CG,4,3,1,3,0,0,0,0,1,0,0,0,0,,0,0,0,0,0.308,0.382,0.527,0.908,4,1.07,0.187,1.01,0.11%,1.38,CF,0.11%,1.38,CF
8-Aug,NYY,,PHA,W8-4,CG,4,3,1,1,0,0,0,0,1,0,0,0,0,,0,0,0,0,0.308,0.383,0.525,0.908,4,0.42,-0.006,0.51,-0.01%,-0.15,CF,-0.01%,-0.15,CF
Aug 10 (1),NYY,,PHA,L1-4,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.308,0.382,0.523,0.904,4,0.78,-0.052,0.58,-0.02%,-0.49,CF,-0.02%,-0.49,CF
Aug 10 (2),NYY,,PHA,W3-2,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.307,0.381,0.52,0.901,4,0.72,-0.071,0.77,-0.05%,-0.93,CF,-0.05%,-0.93,CF
11-Aug,NYY,,BOS,L2-3,CG(11),5,5,1,2,1,0,0,0,0,0,0,0,0,,0,0,0,0,0.308,0.381,0.521,0.902,4,1.07,-0.016,0.97,-0.01%,-0.19,CF,-0.01%,-0.19,CF
12-Aug,NYY,,BOS,W8-4,CG,5,4,2,2,0,0,0,1,1,0,0,0,0,,0,0,0,0,0.31,0.383,0.521,0.904,4,1.83,0.135,2.32,0.10%,1.05,CF,0.10%,1.05,CF
14-Aug,NYY,@,PHA,W11-2,CG,5,5,2,2,1,0,0,0,0,0,0,0,0,,0,0,0,0,0.311,0.383,0.522,0.905,4,0.41,0.035,0.2,0.01%,0.33,CF,0.01%,0.33,CF
Aug 15 (1),NYY,@,PHA,L1-3,CG,4,3,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0.309,0.382,0.518,0.9,4,0.92,-0.021,0.21,0.00%,-0.22,CF,0.00%,-0.22,CF
Aug 15 (2),NYY,@,PHA,W5-3,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0.307,0.381,0.515,0.896,4,0.83,-0.019,0.3,0.00%,-0.33,CF,0.00%,-0.33,CF
16-Aug,NYY,@,PHA,W11-2,CG(6),4,3,2,2,0,0,1,3,1,0,0,0,0,,0,0,0,0,0.309,0.384,0.522,0.906,4,0.55,0.168,0.21,0.04%,2.35,CF,0.04%,2.35,CF
17-Aug,NYY,@,PHA,W15-0,CG,6,5,2,2,0,1,1,3,1,0,0,0,0,,0,0,0,0,0.31,0.385,0.532,0.918,4,0.46,0.138,0.17,0.03%,2.57,CF,0.03%,2.57,CF
